Degree,Field_of_Study,University_GPA,Certifications,Internships_Completed,Job_Role
B.Sc,Statistics,6.4,CPA,3,Forensic Expert
M.Tech,Power Systems,6.09,Java,1,Robotics System Architect
B.Tech,Data Science,8.67,Six Sigma,1,Data Scientist
B.Tech,Instrumentation Engineering,7.9,AWS,0,Control Systems Engineer
MBA,Marketing (Advanced),7.29,Scrum Master,2,HR Director
B.Des,Animation & Multimedia,9.25,Java,2,UI/UX Designer
B.A,English,7.61,AWS,1,Policy Analyst
M.Sc,Physics (M.Sc),6.46,CPA,1,Statistician
B.Com,Auditing,7.61,Java,2,Tax Consultant
MBA,International Business (Advanced),6.2,Six Sigma,0,Business Development Manager
B.A,Sociology,8.49,AWS,0,Psychologist
M.Tech,Embedded Systems,9.45,AWS,2,R&D Engineer
MBA,Finance (Advanced),6.14,React,2,Business Development Manager
B.Tech,Automobile Engineering,9.26,Java,3,Robotics Engineer
B.Sc,Microbiology,8.74,None,3,Microbiologist
B.Sc,Forensic Science,6.71,Java,3,Forensic Expert
B.Sc,Microbiology,6.19,React,3,Registered Nurse
MBA,Agri-Business Management,7.47,None,0,Portfolio Manager
M.Sc,Computer Science (M.Sc),6.92,Python,0,Statistician
B.Tech,Mechanical Engineering,6.75,None,1,Site Supervisor
BBA,Healthcare Management,8.29,Java,2,Retail Store Manager
B.A,Journalism & Mass Communication,9.3,Six Sigma,1,Journalist
B.A,Hindi,6.16,AWS,0,Social Worker
B.Des,Product Design,7.55,CPA,1,Fashion Stylist
B.A,Sanskrit,8.01,Six Sigma,2,Psychologist
M.Tech,Computer Science Engineering (Masters),6.25,Six Sigma,1,Robotics System Architect
B.Sc,Biotechnology,8.46,AutoCAD,2,Microbiologist
B.A,History,6.87,Six Sigma,2,Social Worker
M.Sc,Information Technology (M.Sc),6.96,React,0,Statistician
M.Tech,Computer Science Engineering (Masters),8.7,AWS,1,Senior Data Scientist
MBA,Logistics & Supply Chain (Advanced),6.88,Java,2,Agri-Business Manager
B.Sc,Nursing,7.92,AWS,1,Dietician
M.Sc,Electronics (M.Sc),6.07,None,3,Statistician
M.Sc,Forensic Science (M.Sc),7.64,CPA,1,Clinical Psychologist
B.Sc,Agriculture,8.29,Scrum Master,1,Microbiologist
B.Tech,Mechanical Engineering,6.26,Python,3,Site Supervisor
B.Tech,Mechatronics Engineering,9.07,Python,1,Robotics Engineer
B.Tech,Robotics & Automation,8.37,React,2,Biomedical Engineer
B.Sc,Nursing,9.52,React,0,Clinical Research Associate
B.Tech,Production Engineering,9.27,None,1,Project Manager
B.Tech,Automobile Engineering,8.67,AWS,3,Biomedical Engineer
B.Sc,Data Science,7.0,Six Sigma,1,Data Analyst
B.Tech,Automobile Engineering,7.69,CPA,0,Automotive Design Engineer
B.Tech,Marine Engineering,8.37,Python,0,Biomedical Engineer
,Healthcare Management (Advanced),8.92,React,0,Supply Chain Manager
B.Tech,Electronics & Communication Engineering,8.1,CPA,1,Embedded Systems Engineer
B.Tech,Civil Engineering,6.91,None,2,Site Supervisor
M.Tech,Environmental Engineering (Masters),6.09,None,3,Robotics System Architect
,International Business (Advanced),9.59,Python,1,Investment Banker
B.Com,Business Analytics,6.94,AutoCAD,1,Bank Officer
B.Des,Jewellery Design,6.25,None,1,Interior Architect
B.Tech,Metallurgical Engineering,7.97,None,2,Process Engineer
M.Sc,Agriculture (M.Sc),7.23,AutoCAD,0,Clinical Psychologist
M.Tech,Power Systems,6.6,Java,2,Robotics System Architect
M.Tech,Thermal Engineering,6.75,AWS,2,Robotics System Architect
M.Tech,Data Science (Masters),6.9,AutoCAD,2,Robotics System Architect
B.A,English,8.62,Python,0,Psychologist
B.Tech,Aeronautical Engineering,7.37,React,1,Automotive Design Engineer
B.Tech,Mining Engineering,9.26,AWS,3,Project Manager
BBA,Marketing,7.28,Java,0,HR Generalist
B.Tech,Electronics & Communication Engineering,8.23,Scrum Master,1,Embedded Systems Engineer
B.Des,Interior Design,9.08,Scrum Master,1,UI/UX Designer
B.Com,Economics,9.03,CPA,3,Chartered Accountant
M.Tech,Embedded Systems,8.18,Python,1,Senior Data Scientist
B.Tech,AI & Machine Learning,9.15,React,1,AI Engineer
B.Sc,Chemistry,6.4,Scrum Master,2,Forensic Expert
B.A,Sociology,8.39,AutoCAD,2,Psychologist
B.Tech,AI & Data Science,7.62,CPA,0,Full Stack Developer
B.Sc,Statistics,7.33,Java,0,Data Analyst
M.Sc,Mathematics (M.Sc),9.62,Java,3,Senior Researcher
M.Tech,Embedded Systems,9.75,AWS,3,R&D Engineer
B.Sc,Fashion Design,8.27,None,2,Microbiologist
BBA,Digital Marketing,8.87,AutoCAD,0,Marketing Executive
B.Sc,Nursing,6.99,Java,0,Registered Nurse
B.Tech,Marine Engineering,8.06,React,0,Biomedical Engineer
BBA,Finance,9.37,Python,3,Business Analyst
M.Tech,Biotechnology (Masters),7.58,CPA,3,VLSI Architect
B.Tech,Aerospace Engineering,9.51,Python,3,Robotics Engineer
B.Sc,Chemistry,9.21,Python,3,Software Developer
B.A,Political Science,8.91,CPA,0,Psychologist
B.A,Political Science,8.83,Java,1,Psychologist
B.Tech,Civil Engineering,8.75,Java,3,Structural Engineer
M.Tech,Data Science (Masters),7.61,Python,2,VLSI Architect
B.Tech,Information Technology,8.16,AWS,0,Data Scientist
B.Sc,Physics,6.15,Java,3,Forensic Expert
B.Sc,Fashion Design,8.94,React,3,Microbiologist
B.Sc,Fashion Design,6.46,CPA,2,Registered Nurse
B.Tech,Marine Engineering,9.85,React,1,Robotics Engineer
MBA,Finance (Advanced),7.72,Java,3,HR Director
B.Des,Animation & Multimedia,6.9,React,0,Interior Architect
B.Tech,Production Engineering,6.61,Six Sigma,2,Site Supervisor
B.Com,Taxation,7.05,Java,2,Tax Consultant
B.Tech,Marine Engineering,6.92,Scrum Master,2,Food Safety Officer
B.Sc,Nursing,9.5,CPA,3,Clinical Research Associate
M.Tech,Biotechnology (Masters),8.38,AWS,3,Senior Data Scientist
B.Tech,Biomedical Engineering,8.05,CPA,1,Biomedical Engineer
B.Tech,Mechanical Engineering,6.93,CPA,3,Site Supervisor
M.Sc,Microbiology (M.Sc),7.83,Scrum Master,2,Clinical Psychologist
B.Des,Graphic Design,7.76,AWS,0,Fashion Stylist
M.Sc,Microbiology (M.Sc),6.96,Java,3,Statistician
B.Des,Game Design,6.87,Scrum Master,2,Interior Architect
B.Tech,Aerospace Engineering,6.76,None,3,Food Safety Officer
MBA,Operations Management (Advanced),8.7,Six Sigma,1,Product Manager
MBA,Aviation Management (Advanced),9.12,None,0,Supply Chain Manager
BBA,Business Analytics,6.9,Python,3,Sales Manager
M.Sc,Data Science (M.Sc),7.09,Java,2,Clinical Psychologist
MBA,Digital Marketing (Advanced),8.8,CPA,1,Product Manager
B.Tech,Computer Science Engineering,7.87,React,3,Full Stack Developer
B.Com,Banking & Insurance,6.23,AWS,0,Bank Officer
BBA,Banking & Insurance,7.13,None,0,Aviation Operations Manager
B.Des,Jewellery Design,9.08,AutoCAD,3,UI/UX Designer
M.Sc,Environmental Science (M.Sc),6.73,AutoCAD,0,Statistician
B.A,Geography,8.82,CPA,3,Psychologist
B.Tech,Aeronautical Engineering,6.67,AutoCAD,1,Food Safety Officer
BBA,Marketing,8.01,Scrum Master,2,Marketing Executive
M.Sc,Artificial Intelligence (M.Sc),6.37,Scrum Master,3,Statistician
B.Com,Economics,7.58,Six Sigma,3,Tax Consultant
BBA,Retail Management,6.32,AWS,1,Relationship Manager
B.Tech,Data Science,9.22,Scrum Master,2,AI Engineer
BBA,Human Resource Management,7.05,AWS,0,HR Generalist
B.Tech,Biotechnology,7.44,Java,2,Automotive Design Engineer
M.Tech,Environmental Engineering (Masters),8.86,React,0,Senior Data Scientist
B.Tech,Textile Engineering,7.25,CPA,2,Automotive Design Engineer
MBA,Digital Marketing (Advanced),7.87,CPA,1,HR Director
B.Tech,Agriculture Engineering,7.75,AutoCAD,3,Automotive Design Engineer
B.Tech,Cybersecurity,6.25,Scrum Master,3,System Engineer
B.A,Philosophy,7.76,AutoCAD,1,Policy Analyst
B.Sc,Electronics,6.61,AutoCAD,0,Forensic Expert
B.A,Journalism & Mass Communication,9.71,Python,2,Journalist
M.Tech,Data Science (Masters),9.36,Java,1,R&D Engineer
B.Sc,Fashion Design,8.97,Python,1,Microbiologist
BBA,Digital Marketing,7.69,Java,2,HR Generalist
B.Sc,Artificial Intelligence,9.31,AWS,0,Software Developer
B.Tech,AI & Data Science,9.23,Six Sigma,2,AI Engineer
BBA,Banking & Insurance,9.85,AWS,0,Hotel Manager
B.Tech,Mining Engineering,6.99,Scrum Master,3,Site Supervisor
M.Sc,Physics (M.Sc),6.07,Java,2,Statistician
B.Sc,Physics,7.48,None,0,Data Analyst
BBA,Digital Marketing,6.54,React,3,Sales Manager
B.Des,Industrial Design,8.1,AutoCAD,1,Product Designer
B.Tech,AI & Data Science,8.95,None,1,Data Scientist
BBA,Finance,7.8,AutoCAD,0,HR Generalist
MBA,Healthcare Management (Advanced),6.63,Six Sigma,2,Agri-Business Manager
B.Tech,Production Engineering,7.08,None,1,Process Engineer
B.A,Fine Arts,9.64,AWS,2,Journalist
B.A,Economics,8.1,Java,2,Psychologist
B.Sc,Information Technology,8.2,None,2,Lab Technician
B.Com,Computer Applications,6.4,AWS,0,Bank Officer
B.Sc,Psychology,9.62,React,0,Clinical Research Associate
M.Sc,Electronics (M.Sc),9.24,CPA,0,Senior Researcher
B.Tech,Robotics & Automation,7.65,Java,0,Automotive Design Engineer
M.Tech,Data Science (Masters),7.55,Scrum Master,3,VLSI Architect
B.Tech,Data Science,7.7,AWS,0,Full Stack Developer
M.Tech,Cybersecurity (Masters),8.77,AWS,1,Senior Data Scientist
B.Sc,Artificial Intelligence,8.27,AutoCAD,1,Lab Technician
MBA,Entrepreneurship (Advanced),7.3,Python,0,HR Director
M.Sc,Psychology (M.Sc),8.12,Java,3,Data Engineer
B.A,Sanskrit,6.69,Scrum Master,0,Social Worker
M.Sc,Forensic Science (M.Sc),8.99,AWS,0,Data Engineer
B.Des,Graphic Design,7.98,Six Sigma,2,Fashion Stylist
M.Tech,Structural Engineering,7.95,Six Sigma,3,VLSI Architect
M.Tech,Embedded Systems,7.47,Six Sigma,3,VLSI Architect
M.Sc,Physics (M.Sc),7.18,AWS,3,Clinical Psychologist
B.A,Tamil,7.76,Scrum Master,3,Policy Analyst
M.Tech,Embedded Systems,9.33,None,3,R&D Engineer
M.Tech,Transportation Engineering,9.04,CPA,1,R&D Engineer
B.A,Fine Arts,6.74,Java,3,Media Planner
B.Tech,Data Science,6.76,Six Sigma,0,System Engineer
B.Des,Fashion Design,6.63,AWS,3,Interior Architect
M.Sc,Biotechnology (M.Sc),8.33,None,1,Data Engineer
M.Tech,Cybersecurity (Masters),9.86,CPA,1,R&D Engineer
MBA,Aviation Management (Advanced),6.37,Java,1,Agri-Business Manager
M.Sc,Agriculture (M.Sc),7.89,AutoCAD,2,Clinical Psychologist
M.Tech,Thermal Engineering,6.42,Scrum Master,3,Robotics System Architect
B.A,Geography,7.82,AutoCAD,3,Policy Analyst
M.Sc,Microbiology (M.Sc),7.15,AutoCAD,0,Clinical Psychologist
BBA,Banking & Insurance,6.25,AutoCAD,3,Relationship Manager
M.Sc,Chemistry (M.Sc),9.61,Java,2,Senior Researcher
B.A,History,7.37,AutoCAD,3,Policy Analyst
MBA,Operations Management (Advanced),9.5,AutoCAD,1,Investment Banker
B.Sc,Fashion Design,7.05,CPA,3,Dietician
B.A,English,7.22,Python,3,Policy Analyst
B.Sc,Chemistry,8.67,React,2,Lab Technician
M.Sc,Information Technology (M.Sc),9.71,AWS,0,Senior Researcher
B.Tech,Data Science,8.32,Scrum Master,1,Data Scientist
B.Com,Auditing,7.35,AutoCAD,0,Tax Consultant
M.Tech,Machine Learning,7.48,Python,2,VLSI Architect
MBA,International Business (Advanced),7.05,AutoCAD,2,HR Director
M.Tech,Structural Engineering,9.27,React,0,R&D Engineer
MBA,Agri-Business Management,9.44,Scrum Master,1,Supply Chain Manager
B.Sc,Fashion Design,7.55,Scrum Master,3,Dietician
M.Sc,Biotechnology (M.Sc),7.78,Six Sigma,2,Clinical Psychologist
B.Sc,Data Science,6.49,Python,0,Forensic Expert
B.Sc,Statistics,6.58,Java,2,Forensic Expert
B.Com,Accounting & Finance,9.38,Java,2,Chartered Accountant
M.Sc,Agriculture (M.Sc),7.07,React,0,Clinical Psychologist
B.A,Political Science,8.39,Six Sigma,3,Psychologist
B.Tech,Biotechnology,6.22,Python,3,Food Safety Officer
M.Sc,Mathematics (M.Sc),6.33,AWS,2,Statistician
,Logistics & Supply Chain,6.13,Python,2,Sales Manager
B.Des,Communication Design,7.21,Python,2,Fashion Stylist
B.Tech,Textile Engineering,7.92,Python,0,Automotive Design Engineer
B.Com,Financial Markets,6.74,AWS,0,Bank Officer
,Biomedical Engineering,8.45,Google Analytics,1,Biomedical Engineer
B.A,Political Science,8.86,AWS,2,Psychologist
M.Sc,Information Technology (M.Sc),7.25,AutoCAD,1,Clinical Psychologist
M.Tech,Robotics,6.3,None,2,Robotics System Architect
B.Sc,Artificial Intelligence,7.62,AWS,0,Data Analyst
B.Tech,Aeronautical Engineering,6.02,React,3,Food Safety Officer
BBA,Logistics & Supply Chain,8.68,AutoCAD,0,Marketing Executive
B.Tech,Information Technology,6.23,CPA,3,System Engineer
B.Sc,Nursing,8.77,AWS,2,Microbiologist
M.Tech,Environmental Engineering (Masters),8.09,Python,0,Senior Data Scientist
M.Sc,Data Science (M.Sc),7.64,Scrum Master,2,Clinical Psychologist
B.Com,Accounting & Finance,9.44,Six Sigma,2,Chartered Accountant
M.Tech,Transportation Engineering,7.99,CPA,3,VLSI Architect
M.Tech,Biotechnology (Masters),7.07,Six Sigma,2,VLSI Architect
M.Sc,Artificial Intelligence (M.Sc),6.22,AutoCAD,0,Statistician
B.Tech,Agriculture Engineering,8.99,AutoCAD,0,Biomedical Engineer
MBA,Logistics & Supply Chain (Advanced),6.44,Six Sigma,2,Agri-Business Manager
B.Tech,Production Engineering,8.97,None,3,Structural Engineer
B.Com,Accounting & Finance,9.09,None,0,Chartered Accountant
B.Des,Jewellery Design,9.43,Scrum Master,1,UI/UX Designer
B.Sc,Nutrition & Dietetics,6.38,Six Sigma,1,Registered Nurse
B.A,Political Science,7.65,React,1,Policy Analyst
BBA,Aviation Management,8.85,CPA,3,Retail Store Manager
B.Sc,Biotechnology,9.6,React,0,Clinical Research Associate
M.Tech,Biotechnology (Masters),8.53,Java,0,Senior Data Scientist
B.Sc,Forensic Science,7.02,AWS,3,Data Analyst
B.Com,Business Analytics,7.56,React,3,Tax Consultant
B.Sc,Agriculture,7.96,None,2,Dietician
B.Tech,Biotechnology,7.0,AWS,2,Automotive Design Engineer
M.Tech,Biotechnology (Masters),8.25,CPA,3,Senior Data Scientist
B.A,Philosophy,9.41,Scrum Master,0,Content Writer
BBA,Operations Management,7.14,None,1,HR Generalist
B.Des,Animation & Multimedia,7.21,AutoCAD,1,Fashion Stylist
B.Sc,Statistics,9.09,AutoCAD,3,Software Developer
B.Tech,Cybersecurity,7.42,AutoCAD,0,Full Stack Developer
B.A,Philosophy,7.79,AWS,1,Policy Analyst
MBA,Healthcare Management (Advanced),6.6,AutoCAD,2,Agri-Business Manager
B.Tech,Mechanical Engineering,7.24,React,0,Process Engineer
MBA,Digital Marketing (Advanced),6.91,None,2,Business Development Manager
B.Tech,Civil Engineering,6.48,AWS,0,Site Supervisor
MBA,Business Analytics (Advanced),9.39,Scrum Master,3,Investment Banker
B.Tech,Agriculture Engineering,6.95,Scrum Master,2,Food Safety Officer
B.Des,Jewellery Design,9.86,Python,3,UI/UX Designer
M.Tech,Robotics,8.15,AutoCAD,3,Senior Data Scientist
BBA,Finance,7.64,Java,1,HR Generalist
B.Sc,Agriculture,7.52,Java,0,Dietician
MBA,Healthcare Management (Advanced),9.28,Scrum Master,2,Supply Chain Manager
MBA,Business Analytics (Advanced),7.8,CPA,0,HR Director
B.Tech,Cybersecurity,8.63,React,2,Data Scientist
B.Sc,Electronics,9.52,AWS,3,Software Developer
M.Sc,Statistics (M.Sc),9.06,AWS,0,Senior Researcher
BBA,Marketing,8.8,CPA,2,Marketing Executive
BBA,Hospitality Management,9.09,CPA,2,Hotel Manager
M.Tech,Manufacturing Engineering,8.76,None,3,Senior Data Scientist
M.Sc,Statistics (M.Sc),8.48,Java,1,Data Engineer
MBA,Human Resource (Advanced),8.79,Six Sigma,3,Product Manager
M.Tech,Power Systems,7.18,AWS,2,VLSI Architect
M.Tech,Transportation Engineering,7.01,Python,3,VLSI Architect
M.Tech,Power Systems,9.09,CPA,0,R&D Engineer
B.Com,Banking & Insurance,7.88,React,3,Tax Consultant
B.Tech,Information Technology,9.18,Six Sigma,1,AI Engineer
B.Com,Business Analytics,8.82,Six Sigma,0,Financial Auditor
BBA,Finance,7.16,Six Sigma,0,HR Generalist
B.Tech,Electrical & Electronics Engineering,8.08,Java,2,Embedded Systems Engineer
B.Sc,Nursing,6.63,Java,2,Registered Nurse
,Business Analytics (Advanced),7.11,AutoCAD,2,HR Director
B.Tech,Civil Engineering,7.77,None,2,Process Engineer
B.Com,Business Analytics,8.33,Python,3,Financial Auditor
MBA,Human Resource (Advanced),7.66,AWS,3,HR Director
B.Tech,Production Engineering,8.36,Six Sigma,3,Structural Engineer
B.Sc,Fashion Design,8.81,Scrum Master,0,Microbiologist
BBA,Operations Management,7.04,None,3,HR Generalist
BBA,Business Analytics,6.54,None,2,Sales Manager
MBA,Digital Marketing (Advanced),8.57,Python,0,Product Manager
B.Tech,Agriculture Engineering,6.06,AWS,3,Food Safety Officer
B.Tech,Data Science,6.55,AWS,2,System Engineer
MBA,Agri-Business Management,7.29,Scrum Master,2,Portfolio Manager
M.Sc,Physics (M.Sc),7.56,None,0,Clinical Psychologist
B.A,Journalism & Mass Communication,9.11,AWS,2,Journalist
MBA,Agri-Business Management,7.42,Scrum Master,3,Portfolio Manager
B.Com,International Business,6.88,AutoCAD,1,Bank Officer
M.Tech,Thermal Engineering,6.98,Python,0,Robotics System Architect
B.Des,Industrial Design,7.66,Python,1,Fashion Stylist
B.A,Education,9.2,Java,1,Content Writer
B.Sc,Environmental Science,8.37,React,2,Microbiologist
BBA,Marketing,7.42,Scrum Master,1,HR Generalist
B.Des,Textile Design,8.39,AutoCAD,1,Product Designer
,Computer Science,7.88,,2,Lab Technician
B.Tech,Production Engineering,9.13,Python,1,Project Manager
M.Tech,Artificial Intelligence (Masters),7.28,AutoCAD,3,VLSI Architect
M.Tech,Mechanical Design,6.48,React,0,Robotics System Architect
M.Tech,Environmental Engineering (Masters),9.29,None,0,R&D Engineer
MBA,Banking & Financial Services,8.53,CPA,0,Hospital Administrator
M.Sc,Data Science (M.Sc),6.81,Scrum Master,0,Statistician
B.A,Sanskrit,6.6,Six Sigma,2,Social Worker
B.Com,Taxation,6.95,None,2,Bank Officer
M.Tech,Artificial Intelligence (Masters),6.85,Java,3,Robotics System Architect
B.A,Sociology,7.84,Six Sigma,0,Policy Analyst
MBA,Retail Management (Advanced),6.52,AWS,2,Agri-Business Manager
B.A,History,8.37,Scrum Master,2,Psychologist
M.Sc,Data Science (M.Sc),8.8,CPA,2,Data Engineer
BBA,Hospitality Management,8.73,AutoCAD,2,Retail Store Manager
B.Tech,Automobile Engineering,6.82,None,3,Food Safety Officer
M.Tech,Thermal Engineering,7.51,Java,1,VLSI Architect
B.Des,UI/UX Design,7.27,Six Sigma,1,Fashion Stylist
B.Com,Computer Applications,6.76,CPA,3,Bank Officer
MBA,Marketing (Advanced),6.8,Six Sigma,1,Business Development Manager
B.Tech,Robotics & Automation,6.58,Six Sigma,0,Food Safety Officer
B.Com,Financial Markets,7.29,Python,2,Tax Consultant
M.Tech,Thermal Engineering,7.19,React,2,VLSI Architect
M.Tech,Biotechnology (Masters),6.97,Java,3,Robotics System Architect
B.Sc,Chemistry,6.6,AutoCAD,3,Forensic Expert
B.Tech,AI & Machine Learning,8.81,Scrum Master,2,Data Scientist
B.Sc,Agriculture,9.59,Six Sigma,0,Clinical Research Associate
M.Sc,Computer Science (M.Sc),7.43,None,1,Clinical Psychologist
MBA,Aviation Management (Advanced),9.21,AutoCAD,0,Supply Chain Manager
B.Sc,Statistics,7.73,CPA,0,Data Analyst
BBA,Entrepreneurship,6.22,Six Sigma,0,Sales Manager
B.A,Philosophy,7.77,AWS,2,Policy Analyst
B.Tech,Environmental Engineering,8.89,AutoCAD,1,Biomedical Engineer
M.Sc,Chemistry (M.Sc),6.14,AutoCAD,2,Statistician
,Jewellery Design,8.01,Scrum Master,2,Product Designer
M.Tech,Transportation Engineering,7.96,React,2,VLSI Architect
B.Sc,Fashion Design,7.72,Scrum Master,3,Dietician
M.Sc,Data Science (M.Sc),9.44,Scrum Master,3,Senior Researcher
BBA,Human Resource Management,8.53,Six Sigma,1,Marketing Executive
MBA,Banking & Financial Services,8.34,Python,2,Hospital Administrator
B.Sc,Artificial Intelligence,6.9,AutoCAD,1,Forensic Expert
MBA,Healthcare Management (Advanced),6.01,Java,0,Agri-Business Manager
M.Tech,Data Science (Masters),8.49,AWS,3,Senior Data Scientist
B.Tech,Robotics & Automation,9.12,AutoCAD,3,Robotics Engineer
MBA,Operations Management (Advanced),6.49,AutoCAD,1,Business Development Manager
M.Sc,Electronics (M.Sc),7.56,AWS,0,Clinical Psychologist
B.Sc,Artificial Intelligence,6.35,Six Sigma,1,Forensic Expert
B.Tech,Electronics & Communication Engineering,7.73,Java,3,Control Systems Engineer
B.Sc,Nursing,8.93,Scrum Master,3,Microbiologist
B.A,Performing Arts,7.91,AutoCAD,3,Art Director
B.Tech,Petroleum Engineering,6.23,Six Sigma,0,Food Safety Officer
B.A,Tamil,9.35,AutoCAD,0,Content Writer
BBA,Banking & Insurance,7.48,AutoCAD,3,Aviation Operations Manager
B.A,Sociology,7.4,CPA,2,Policy Analyst
BBA,Business Analytics,9.72,Six Sigma,1,Business Analyst
M.Sc,Environmental Science (M.Sc),6.29,CPA,0,Statistician
B.Com,Auditing,9.09,AutoCAD,3,Chartered Accountant
B.A,Psychology,6.34,Scrum Master,3,Social Worker
B.A,History,8.66,None,3,Psychologist
B.Tech,Data Science,8.78,Six Sigma,2,Data Scientist
B.Com,Auditing,6.89,AWS,2,Bank Officer
MBA,Digital Marketing (Advanced),9.51,AWS,0,Investment Banker
B.Com,Taxation,7.61,Python,2,Tax Consultant
B.Tech,Electrical & Electronics Engineering,9.3,Python,0,VLSI Design Engineer
MBA,Finance (Advanced),6.08,None,3,Business Development Manager
B.Sc,Electronics,9.07,Java,1,Software Developer
B.Des,Textile Design,9.04,Java,3,UI/UX Designer
B.Com,Banking & Insurance,9.68,AWS,0,Chartered Accountant
MBA,Logistics & Supply Chain (Advanced),8.01,Python,3,Hospital Administrator
B.A,History,9.19,Python,3,Content Writer
MBA,Entrepreneurship (Advanced),9.5,Java,1,Investment Banker
B.Tech,Petroleum Engineering,9.34,Python,0,Robotics Engineer
B.Des,Interior Design,7.81,Six Sigma,3,Fashion Stylist
,Entrepreneurship,6.06,React,0,Sales Manager
M.Sc,Biotechnology (M.Sc),6.54,AutoCAD,0,Statistician
B.Sc,Psychology,7.99,None,2,Dietician
M.Tech,Computer Science Engineering (Masters),9.14,AutoCAD,3,R&D Engineer
M.Tech,Mechanical Design,7.33,CPA,3,VLSI Architect
M.Tech,Information Technology (Masters),9.36,Scrum Master,0,R&D Engineer
M.Tech,Power Systems,6.29,Java,0,Robotics System Architect
MBA,Entrepreneurship (Advanced),9.21,AWS,1,Investment Banker
BBA,Logistics & Supply Chain,6.5,AutoCAD,1,Sales Manager
MBA,Entrepreneurship (Advanced),9.06,AWS,3,Investment Banker
B.A,Fine Arts,7.7,Six Sigma,0,Art Director
B.Com,Accounting & Finance,7.07,React,2,Tax Consultant
M.Sc,Mathematics (M.Sc),6.44,Java,0,Statistician
M.Tech,Embedded Systems,6.93,AWS,2,Robotics System Architect
B.Tech,Production Engineering,9.42,Java,1,Project Manager
BBA,Hospitality Management,8.17,Python,2,Retail Store Manager
BBA,Digital Marketing,6.65,Java,1,Sales Manager
B.Des,Communication Design,6.37,CPA,2,Interior Architect
MBA,Marketing (Advanced),8.14,React,0,Product Manager
B.A,History,9.0,AWS,2,Content Writer
BBA,Banking & Insurance,8.85,AutoCAD,0,Retail Store Manager
MBA,International Business (Advanced),8.81,Java,0,Product Manager
M.Tech,Power Systems,7.06,Six Sigma,3,VLSI Architect
B.Com,Banking & Insurance,6.8,Six Sigma,3,Bank Officer
M.Tech,Information Technology (Masters),8.08,Java,1,Senior Data Scientist
B.Tech,Electrical & Electronics Engineering,8.41,AWS,1,Embedded Systems Engineer
B.Tech,Marine Engineering,6.18,CPA,1,Food Safety Officer
B.Tech,Petroleum Engineering,6.62,None,1,Food Safety Officer
B.Sc,Nutrition & Dietetics,9.22,AWS,2,Clinical Research Associate
B.Sc,Microbiology,8.54,Six Sigma,2,Microbiologist
M.Tech,Biotechnology (Masters),8.04,Python,2,Senior Data Scientist
M.Sc,Electronics (M.Sc),8.2,React,3,Data Engineer
MBA,Operations Management (Advanced),7.37,React,2,HR Director
B.Com,Business Analytics,9.45,AutoCAD,0,Chartered Accountant
M.Tech,Artificial Intelligence (Masters),8.07,Python,3,Senior Data Scientist
MBA,Agri-Business Management,7.86,AutoCAD,2,Portfolio Manager
MBA,Aviation Management (Advanced),6.32,AutoCAD,0,Agri-Business Manager
B.Sc,Mathematics,6.92,AutoCAD,2,Forensic Expert
M.Tech,Mechanical Design,9.82,AWS,2,R&D Engineer
M.Tech,Structural Engineering,7.0,AWS,1,VLSI Architect
B.Sc,Information Technology,6.0,Java,0,Forensic Expert
B.Tech,Data Science,9.03,CPA,3,AI Engineer
B.Sc,Data Science,7.98,React,1,Data Analyst
B.Sc,Nursing,7.68,React,3,Dietician
B.A,Sociology,7.79,React,1,Policy Analyst
B.Des,Animation & Multimedia,8.56,React,2,Product Designer
B.A,Sanskrit,6.72,Scrum Master,1,Social Worker
BBA,Entrepreneurship,7.45,AWS,2,HR Generalist
B.A,Psychology,8.0,None,1,Psychologist
B.Tech,Chemical Engineering,7.82,CPA,0,Process Engineer
B.Sc,Biotechnology,8.24,None,3,Microbiologist
B.A,Economics,8.17,None,2,Psychologist
M.Tech,Information Technology (Masters),9.44,AWS,1,R&D Engineer
MBA,Banking & Financial Services,6.99,None,1,Agri-Business Manager
B.Com,Computer Applications,9.45,Python,3,Chartered Accountant
B.A,English,7.65,AWS,0,Policy Analyst
M.Tech,Structural Engineering,9.18,React,0,R&D Engineer
M.Tech,VLSI,7.23,Six Sigma,1,VLSI Architect
BBA,Business Analytics,7.82,CPA,2,HR Generalist
M.Sc,Microbiology (M.Sc),7.6,Scrum Master,1,Clinical Psychologist
B.A,Political Science,7.38,AWS,0,Policy Analyst
MBA,Marketing (Advanced),7.21,AWS,0,HR Director
M.Sc,Information Technology (M.Sc),6.26,React,0,Statistician
B.Sc,Agriculture,7.76,AutoCAD,2,Dietician
B.Sc,Statistics,8.36,Scrum Master,0,Lab Technician
B.Des,Textile Design,7.86,None,3,Fashion Stylist
M.Tech,Biotechnology (Masters),6.6,React,0,Robotics System Architect
B.Sc,Physics,6.07,CPA,1,Forensic Expert
BBA,Logistics & Supply Chain,9.66,None,0,Business Analyst
M.Sc,Microbiology (M.Sc),7.94,Scrum Master,3,Clinical Psychologist
B.Com,Financial Markets,6.63,Six Sigma,2,Bank Officer
B.Des,Game Design,6.47,None,0,Interior Architect
BBA,Finance,6.68,None,3,Sales Manager
B.A,Education,6.07,None,0,Social Worker
M.Sc,Environmental Science (M.Sc),6.15,AWS,2,Statistician
M.Sc,Biotechnology (M.Sc),9.25,None,3,Senior Researcher
